id,flightId,time,atmoTemp,temperature,humidity,pressure,accelX,accelY,accelZ,rollDeg,pitchDeg,yawDeg,flightTimeMin
5353,3,2023-03-07 20:18:56,8.0,8.1,28.3,1001.1,-0.08244,-1.12049,0.00195,267.8,354.3,136.5,0.3166673000000628
5354,3,2023-03-07 20:19:09,8.3,8.4,27.9,1001.1,-0.0664,-0.96997,0.11429,277.2,357.8,179.0,0.533332400000063
5355,3,2023-03-07 20:19:09,8.3,8.5,28.0,1001.0,-0.05801,-0.97455,0.0948,277.4,357.3,180.4,0.533332400000063
5356,3,2023-03-07 20:19:10,8.3,8.4,27.8,1001.0,-0.07973,-0.99626,0.10942,277.9,357.6,180.5,0.5499990999999227
5357,3,2023-03-07 20:19:10,8.3,8.4,28.0,1001.0,-0.06985,-0.98444,0.11502,278.9,358.7,181.2,0.5499990999999227
5358,3,2023-03-07 20:19:11,8.3,8.5,28.2,1001.0,-0.07849,-0.99578,0.12892,279.4,358.4,181.2,0.5666658000000098
5359,3,2023-03-07 20:19:12,8.4,8.4,28.1,1001.1,-0.07751,-0.98927,0.10845,278.2,359.9,180.2,0.5833324999998695
5360,3,2023-03-07 20:19:12,8.4,8.5,28.2,1001.1,-0.07208,-0.98082,0.0965,278.3,359.9,180.7,0.5833324999998695
5361,3,2023-03-07 20:19:13,8.4,8.5,28.1,1001.0,-0.07603,-0.9842,0.11405,279.0,359.3,181.0,0.5999991999999565
5362,3,2023-03-07 20:19:13,8.4,8.4,28.0,1001.0,-0.0664,-0.97889,0.13087,280.2,358.1,181.8,0.5999991999999565
5363,3,2023-03-07 20:19:14,8.4,8.4,28.1,1001.1,-0.07257,-0.98999,0.13647,280.0,358.0,181.5,0.6166659000000436
5364,3,2023-03-07 20:19:15,8.4,8.4,28.0,1001.1,-0.05208,-0.98565,0.1316,278.5,357.6,179.5,0.6333325999999033
5365,3,2023-03-07 20:19:15,8.4,8.4,28.2,1001.1,-0.05628,-0.99216,0.12623,278.5,357.5,181.1,0.6333325999999033
5366,3,2023-03-07 20:19:16,8.4,8.5,28.1,1001.1,-0.06936,-0.97938,0.11722,278.6,358.1,181.2,0.6499992999999904
5367,3,2023-03-07 20:19:16,8.4,8.5,28.1,1001.0,-0.06097,-0.99023,0.12453,278.6,358.3,180.1,0.6499992999999904
5368,3,2023-03-07 20:19:17,8.5,8.5,27.9,1001.0,-0.07282,-0.98082,0.10869,279.0,359.3,180.6,0.6666659999998501
5369,3,2023-03-07 20:19:18,8.5,8.6,28.2,1001.0,-0.0817,-0.98107,0.10479,278.8,359.9,179.6,0.6833326999999372
5370,3,2023-03-07 20:19:18,8.5,8.5,28.2,1001.1,-0.05085,-0.99289,0.11332,278.6,357.8,178.4,0.6833326999999372
5371,3,2023-03-07 20:19:19,8.5,8.6,28.1,1001.1,0.1011,-0.98275,0.12307,279.2,357.0,174.3,0.6999994000000243
5372,3,2023-03-07 20:19:19,8.5,8.5,28.2,1001.1,-0.00444,-0.98734,0.04484,279.0,356.8,178.0,0.6999994000000243
5373,3,2023-03-07 20:19:20,8.5,8.6,28.0,1001.0,-0.03999,-0.98372,0.03899,279.1,356.9,178.5,0.716666099999884
5374,3,2023-03-07 20:19:21,8.5,8.6,27.9,1001.1,-0.00173,-0.92631,0.05459,280.8,357.9,179.1,0.733332799999971
5375,3,2023-03-07 20:19:21,8.5,8.5,27.9,1001.1,-0.09108,-0.96249,0.0541,282.5,352.6,181.5,0.733332799999971
5376,3,2023-03-07 20:19:22,8.6,8.6,28.0,1001.0,0.01624,-1.01098,0.0368,281.6,351.7,179.4,0.7499995000000581
5377,3,2023-03-07 20:19:22,8.6,8.5,28.1,1001.0,-0.02542,-1.03293,0.02291,277.3,345.2,176.7,0.7499995000000581
5378,3,2023-03-07 20:19:23,8.6,8.5,28.0,1001.1,0.00703,-0.97962,-0.02097,282.8,342.7,185.0,0.7666661999999178
5379,3,2023-03-07 20:19:24,8.6,8.6,27.9,1001.1,-0.07356,-1.0117,0.04947,277.3,343.2,183.7,0.7833329000000049
5380,3,2023-03-07 20:19:24,8.6,8.7,28.0,1001.1,-0.0195,-0.9953,-0.00096,279.7,343.9,185.3,0.7833329000000049
5381,3,2023-03-07 20:19:25,8.6,8.6,28.0,1001.1,-0.02271,-0.98927,0.03972,280.8,344.9,183.9,0.7999995999998646
5382,3,2023-03-07 20:19:25,8.6,8.6,27.8,1001.1,-0.02493,-0.99096,0.03582,280.0,346.0,185.0,0.7999995999998646
5383,3,2023-03-07 20:19:26,8.6,8.5,28.0,1001.0,-0.02271,-1.04861,0.0329,279.1,348.0,182.8,0.8166662999999517
5384,3,2023-03-07 20:19:27,8.6,8.6,28.0,1001.0,-0.03875,-0.98613,0.03144,278.2,348.5,184.0,0.8333330000000387
5385,3,2023-03-07 20:19:27,8.6,8.7,28.2,1001.0,-0.0195,-0.99554,-0.0147,278.2,346.9,188.8,0.8333330000000387
5386,3,2023-03-07 20:19:28,8.6,8.7,27.8,1001.0,0.00412,-1.02207,0.02656,277.0,346.7,189.5,0.8499996999998984
5387,3,2023-03-07 20:19:28,8.7,8.6,28.0,1001.0,-0.01481,-1.00471,0.00171,276.7,347.4,188.6,0.8499996999998984
5388,3,2023-03-07 20:19:29,8.7,8.7,27.9,1001.0,-0.0311,-1.01363,0.02193,278.8,348.6,182.5,0.8666663999999855
5389,3,2023-03-07 20:19:30,8.7,8.7,28.2,1001.0,-0.03628,-0.96659,0.03607,277.5,347.9,172.5,0.8833331000000726
5390,3,2023-03-07 20:19:30,8.7,8.7,28.3,1001.0,0.0337,-0.96587,0.03022,282.2,350.6,181.9,0.8833331000000726
5391,3,2023-03-07 20:19:31,8.7,8.7,28.0,1001.0,-0.11601,-1.00784,0.01779,282.5,353.6,195.5,0.8999997999999323
5392,3,2023-03-07 20:19:31,8.7,8.7,27.9,1001.0,-0.10663,-0.93957,0.0636,281.0,350.8,196.6,0.8999997999999323
5393,3,2023-03-07 20:19:32,8.7,8.7,27.8,1001.0,0.04509,-0.94247,0.02583,281.2,346.3,200.2,0.9166665000000194
5394,3,2023-03-07 20:19:33,8.7,8.8,27.8,1001.0,-0.00642,-0.96659,0.07433,280.5,347.4,199.1,0.9333331999998791
5395,3,2023-03-07 20:19:33,8.7,8.7,28.0,1001.0,0.00412,-0.98975,0.12063,277.5,343.1,205.3,0.9333331999998791
5396,3,2023-03-07 20:19:34,8.7,8.8,28.0,1001.0,-0.00346,-0.95911,0.06507,278.1,344.1,206.2,0.9499998999999661
5397,3,2023-03-07 20:19:34,8.7,8.7,27.7,1001.0,-0.06097,-0.98782,0.07555,278.1,346.1,202.8,0.9499998999999661
5398,3,2023-03-07 20:19:35,8.7,8.6,27.9,1001.0,-0.11675,-0.9678,0.06336,279.2,350.3,197.9,0.9666666000000532
5399,3,2023-03-07 20:19:36,8.7,8.7,28.0,1001.0,-0.07331,-0.9912,0.06117,278.2,352.8,196.5,0.9833332999999129
5400,3,2023-03-07 20:19:36,8.7,8.8,27.9,1001.0,-0.06887,-1.00061,0.05654,277.3,354.5,195.6,0.9833332999999129
5401,3,2023-03-07 20:19:37,8.7,8.7,27.9,1001.0,-0.07775,-0.97769,0.05264,277.3,355.6,195.2,1.0
5402,3,2023-03-07 20:19:37,8.7,8.8,27.8,1001.0,-0.0896,-1.00157,0.05191,276.6,355.6,197.4,1.0
5403,3,2023-03-07 20:19:38,8.8,8.7,27.7,1001.0,-0.07973,-1.00664,0.05483,276.4,355.9,196.8,1.0166666999998597
5404,3,2023-03-07 20:19:39,8.7,8.8,27.9,1001.0,-0.08713,-1.01508,0.05581,277.5,356.9,192.1,1.0333333999999468
5405,3,2023-03-07 20:19:39,8.7,8.8,27.8,1001.0,-0.07825,-0.9555,0.0463,276.4,356.7,191.9,1.0333333999999468
5406,3,2023-03-07 20:19:40,8.7,8.8,27.8,1001.0,-0.0506,-1.01122,0.06872,276.7,356.5,191.1,1.0500001000000339
5407,3,2023-03-07 20:19:40,8.7,8.7,27.9,1001.0,-0.01358,-0.97431,0.02681,278.2,358.4,189.4,1.0500001000000339
5408,3,2023-03-07 20:19:41,8.7,8.7,27.7,1001.0,-0.04023,-1.00543,0.06287,276.5,358.0,188.2,1.0666667999998936
5409,3,2023-03-07 20:19:42,8.7,8.7,27.6,1001.0,-0.13058,-1.00422,0.06263,274.0,2.6,183.8,1.0833334999999806
5410,3,2023-03-07 20:19:42,8.7,8.8,27.6,1001.0,-0.05949,-0.96804,0.07384,276.2,1.1,182.0,1.0833334999999806
5411,3,2023-03-07 20:19:43,8.7,8.8,27.8,1001.0,-0.09923,-1.00446,0.0697,275.8,2.3,181.7,1.1000002000000677
5412,3,2023-03-07 20:19:43,8.7,8.9,28.0,1001.0,-0.09923,-0.9994,0.07165,276.1,3.7,181.9,1.1000002000000677
5413,3,2023-03-07 20:19:44,8.8,8.8,27.9,1001.0,-0.10416,-0.98517,0.06092,276.2,4.0,181.9,1.1166668999999274
5414,3,2023-03-07 20:19:45,8.8,8.8,27.8,1001.0,-0.0901,-0.98396,0.06287,277.5,4.2,181.6,1.1333336000000145
5415,3,2023-03-07 20:19:45,8.8,8.9,27.9,1001.0,-0.06936,-1.01194,0.08822,276.5,5.3,184.9,1.1333336000000145
5416,3,2023-03-07 20:19:46,8.8,8.8,27.4,1001.0,-0.09281,-0.95863,0.07993,276.2,5.1,185.3,1.1500002999998742
5417,3,2023-03-07 20:19:46,8.8,8.9,27.9,1001.0,-0.07973,-0.96273,0.05824,277.4,5.2,184.6,1.1500002999998742
5418,3,2023-03-07 20:19:47,8.8,8.8,27.8,1001.0,-0.08787,-1.00133,0.06409,275.8,5.2,183.1,1.1666669999999613
5419,3,2023-03-07 20:19:48,8.9,8.9,27.6,1001.0,-0.09306,-0.97889,0.06336,276.1,5.2,183.4,1.1833337000000483
5420,3,2023-03-07 20:19:48,8.9,8.9,27.7,1001.0,-0.09429,-0.9965,0.06824,277.7,6.0,182.7,1.1833337000000483
5421,3,2023-03-07 20:19:49,8.9,8.9,27.7,1001.0,-0.10194,-0.98131,0.05093,278.1,6.3,181.9,1.200000399999908
5422,3,2023-03-07 20:19:49,8.9,8.9,27.8,1001.0,-0.09602,-0.98517,0.05849,278.3,6.6,182.1,1.200000399999908
5423,3,2023-03-07 20:19:50,8.9,9.0,27.8,1001.0,-0.0901,-0.98878,0.06531,278.5,6.4,181.3,1.2166670999999951
5424,3,2023-03-07 20:19:51,8.9,9.1,27.8,1001.0,-0.07553,-0.97648,0.05995,278.5,6.5,181.6,1.2333337999998548
5425,3,2023-03-07 20:19:51,9.0,9.0,27.9,1001.0,-0.10071,-0.9965,0.06824,278.5,7.2,181.3,1.2333337999998548
5426,3,2023-03-07 20:19:52,9.0,9.0,27.6,1001.0,-0.09133,-0.98203,0.06994,278.2,6.9,180.6,1.250000499999942
5427,3,2023-03-07 20:19:52,9.0,9.0,27.7,1001.0,-0.0933,-0.98734,0.06044,278.6,5.6,180.1,1.250000499999942
5428,3,2023-03-07 20:19:53,9.0,9.0,28.0,1001.0,-0.11626,-0.95743,0.08676,277.1,6.5,178.6,1.266667200000029
5429,3,2023-03-07 20:19:54,9.0,9.0,27.6,1001.0,-0.07973,-0.97817,0.05093,278.4,5.8,179.4,1.2833338999998887
5430,3,2023-03-07 20:19:54,9.0,9.1,27.8,1001.0,-0.08886,-0.99071,0.07555,277.2,5.7,179.6,1.2833338999998887
5431,3,2023-03-07 20:19:55,9.1,9.1,27.9,1001.0,-0.10614,-0.98468,0.05239,278.1,5.2,179.1,1.3000005999999757
5432,3,2023-03-07 20:19:55,9.1,9.1,27.6,1001.0,-0.08541,-0.969,0.06336,278.4,4.7,179.3,1.3000005999999757
5433,3,2023-03-07 20:19:56,9.1,9.2,28.0,1001.0,-0.07923,-0.99264,0.08139,279.4,2.3,178.9,1.3166673000000628
5434,3,2023-03-07 20:19:57,9.1,9.1,27.8,1001.0,-0.06911,-0.98686,0.08261,279.0,4.4,178.0,1.3333339999999225
5435,3,2023-03-07 20:19:57,9.1,9.2,27.9,1001.0,-0.14292,-0.9842,0.08164,281.1,5.9,178.9,1.3333339999999225
5436,3,2023-03-07 20:19:58,9.1,9.2,27.5,1001.0,-0.12095,-0.94995,0.06458,283.6,3.0,184.1,1.3500007000000096
5437,3,2023-03-07 20:20:00,9.1,9.2,27.7,1001.0,-0.13749,-0.98661,0.07798,282.6,2.3,182.0,1.3833320999999614
5438,3,2023-03-07 20:20:00,9.1,9.2,27.6,1001.0,-0.13428,-1.00061,0.09431,281.0,1.7,181.9,1.3833320999999614
5439,3,2023-03-07 20:20:01,9.2,9.4,27.7,1001.0,-0.05653,-0.97455,0.07335,282.7,356.2,188.9,1.3999988000000485
5440,3,2023-03-07 20:20:02,9.2,9.2,27.8,1001.0,-0.04418,-0.98348,0.09309,280.7,357.3,186.6,1.4166654999999082
5441,3,2023-03-07 20:20:02,9.2,9.1,28.1,1001.0,-0.07084,-1.00784,0.11454,279.4,355.2,182.4,1.4166654999999082
5442,3,2023-03-07 20:20:03,9.2,9.3,27.9,1001.0,-0.09627,-0.99023,0.0736,281.3,357.0,183.7,1.4333321999999953
5443,3,2023-03-07 20:20:03,9.2,9.2,27.8,1001.0,-0.07948,-0.98107,0.11015,281.4,358.3,183.1,1.4333321999999953
5444,3,2023-03-07 20:20:04,9.2,9.3,27.7,1001.0,-0.09923,-0.98613,0.09139,281.6,359.4,180.4,1.449998899999855
5445,3,2023-03-07 20:20:05,9.2,9.3,27.5,1001.0,-0.14884,-1.0269,0.145,283.0,357.1,179.0,1.466665599999942
5446,3,2023-03-07 20:20:05,9.2,9.3,27.8,1001.0,-0.07331,-0.98468,0.09943,280.6,0.1,177.7,1.466665599999942
5447,3,2023-03-07 20:20:06,9.2,9.3,27.5,1001.0,-0.11947,-0.9678,0.1065,281.9,359.6,180.6,1.4833323000000291
5448,3,2023-03-07 20:20:06,9.2,9.3,27.8,1001.0,-0.14983,-0.95453,0.12039,285.4,0.2,178.8,1.4833323000000291
5449,3,2023-03-07 20:20:07,9.2,9.3,27.7,1001.0,-0.12589,-0.99047,0.04825,268.9,348.7,182.6,1.4999989999998888
5450,3,2023-03-07 20:20:08,9.2,9.2,27.8,1001.0,0.0851,-0.96876,0.16035,273.4,345.2,199.1,1.516665699999976
5451,3,2023-03-07 20:20:08,9.3,9.4,27.6,1001.0,0.18014,-0.94175,0.05897,273.5,347.7,205.3,1.516665699999976
5452,3,2023-03-07 20:20:09,9.2,9.2,27.8,1001.0,0.18353,-0.98637,0.04947,276.0,347.6,203.4,1.533332400000063
5453,3,2023-03-07 20:20:09,9.2,9.3,27.7,1001.0,0.21578,-0.85346,0.13745,271.1,323.7,197.4,1.533332400000063
5454,3,2023-03-07 20:20:10,9.2,9.3,28.2,1001.0,0.52974,-0.8221,0.04533,279.1,313.3,181.8,1.5499990999999227
5455,3,2023-03-07 20:20:11,9.2,9.4,27.8,1001.0,0.70479,-0.708,0.03144,281.4,310.0,173.0,1.5666658000000098
5456,3,2023-03-07 20:20:11,9.2,9.3,27.6,1001.0,0.73558,-0.74732,0.0736,277.8,303.2,176.6,1.5666658000000098
5457,3,2023-03-07 20:20:12,9.3,9.3,27.8,1001.0,0.67061,-0.72102,0.06385,274.8,304.4,179.5,1.5833324999998695
5458,3,2023-03-07 20:20:12,9.3,9.3,27.8,1001.0,0.66503,-0.7548,0.07457,273.7,307.5,180.6,1.5833324999998695
5459,3,2023-03-07 20:20:13,9.3,9.5,27.4,1001.0,0.62866,-0.76493,0.05897,275.8,307.8,177.3,1.5999991999999565
5460,3,2023-03-07 20:20:14,9.3,9.4,27.8,1001.0,0.61848,-0.7683,0.07774,275.9,308.8,177.7,1.6166659000000436
5461,3,2023-03-07 20:20:14,9.3,9.3,27.7,1001.0,0.59375,-0.79267,0.10942,277.5,310.4,174.0,1.6166659000000436
5462,3,2023-03-07 20:20:15,9.3,9.4,27.7,1001.0,0.634,-0.83175,0.1277,283.9,305.9,161.8,1.6333325999999033
5463,3,2023-03-07 20:20:15,9.3,9.4,27.6,1001.0,0.28269,-0.93282,0.06799,273.2,349.0,160.0,1.6333325999999033
5464,3,2023-03-07 20:20:16,9.3,9.4,27.8,1001.0,-0.29966,-0.99626,-0.05881,270.2,354.0,157.5,1.6499992999999904
5465,3,2023-03-07 20:20:17,9.3,9.3,27.7,1001.0,-0.06368,-0.93692,-0.04314,265.0,350.9,170.7,1.66666599999985
5466,3,2023-03-07 20:20:17,9.3,9.4,27.4,1001.0,-0.18291,-0.94657,-0.24657,256.1,358.3,177.2,1.66666599999985
5467,3,2023-03-07 20:20:18,9.2,9.3,27.6,1001.0,-0.22561,-0.9046,-0.2056,254.1,351.5,185.8,1.6833326999999372
5468,3,2023-03-07 20:20:18,9.2,9.1,27.6,1001.0,-0.11774,-0.93982,-0.27887,248.9,350.9,185.4,1.6833326999999372
5469,3,2023-03-07 20:20:19,9.1,9.1,27.6,1001.0,-0.12885,-1.01532,-0.35937,244.9,355.5,167.2,1.6999994000000243
5470,3,2023-03-07 20:20:20,9.0,9.1,27.8,1001.0,-0.40777,-0.94922,-0.28707,247.7,4.1,160.5,1.716666099999884
5471,3,2023-03-07 20:20:20,8.9,8.9,27.4,1001.0,-0.30385,-0.94657,-0.25766,243.0,3.9,167.6,1.716666099999884
5472,3,2023-03-07 20:20:21,8.9,8.9,27.5,1001.0,-0.36556,-0.76613,-0.29984,248.5,6.6,172.5,1.733332799999971
5473,3,2023-03-07 20:20:21,8.8,8.8,27.7,1001.0,-0.39272,-0.95477,-0.36685,253.6,0.6,145.2,1.733332799999971
5474,3,2023-03-07 20:20:22,8.8,8.8,27.6,1001.0,-0.33027,-0.88964,-0.27043,249.7,6.7,153.6,1.749999500000058
5475,3,2023-03-07 20:20:23,8.8,8.9,27.5,1001.0,-0.5223,-0.93596,-0.20439,249.2,15.4,171.1,1.7666661999999178
5476,3,2023-03-07 20:20:23,8.8,8.9,27.6,1001.0,-0.51342,-0.81896,-0.21235,252.9,13.4,180.5,1.7666661999999178
5477,3,2023-03-07 20:20:24,8.8,8.8,27.5,1001.0,-0.48948,-0.82499,-0.11618,250.5,14.0,175.0,1.7833329000000049
5478,3,2023-03-07 20:20:24,8.8,8.9,27.6,1001.0,-0.52897,-0.82861,-0.15763,249.3,14.6,178.5,1.7833329000000049
5479,3,2023-03-07 20:20:25,8.9,8.9,27.6,1001.0,-0.37322,-0.92004,-0.08026,260.5,9.9,186.9,1.7999995999998646
5480,3,2023-03-07 20:20:26,8.9,8.9,27.5,1001.0,-0.33175,-1.05585,-0.21211,245.4,0.1,167.5,1.8166662999999517
5481,3,2023-03-07 20:20:26,8.8,8.8,27.5,1001.0,-0.21055,-0.93113,-0.37649,244.2,2.8,163.8,1.8166662999999517
5482,3,2023-03-07 20:20:27,8.8,8.9,27.6,1001.0,-0.19994,-0.90629,-0.35913,244.4,2.5,163.6,1.8333330000000387
5483,3,2023-03-07 20:20:27,8.8,9.0,27.7,1001.0,-0.28115,-0.97142,-0.37914,246.4,356.7,171.3,1.8333330000000387
5484,3,2023-03-07 20:20:28,8.8,8.9,27.4,1001.0,-0.00839,-0.90436,-0.44036,249.1,348.5,165.5,1.8499996999998984
5485,3,2023-03-07 20:20:29,8.9,9.0,27.7,1001.0,0.12534,-0.79026,-0.33117,257.6,348.1,185.8,1.8666663999999855
5486,3,2023-03-07 20:20:29,8.9,8.9,27.4,1001.0,-0.078,-1.14462,-0.34708,272.1,0.2,199.8,1.8666663999999855
5487,3,2023-03-07 20:20:30,8.9,8.9,27.7,1001.0,-0.26806,-0.82644,0.05093,270.4,359.8,218.0,1.8833331000000726
5488,3,2023-03-07 20:20:30,8.9,8.9,27.3,1001.0,-0.4522,-0.92293,-0.01277,265.3,0.6,226.3,1.8833331000000726
5489,3,2023-03-07 20:20:31,8.8,8.7,27.1,1001.0,-0.37272,-0.84115,-0.04555,264.8,1.7,223.4,1.8999997999999323
5490,3,2023-03-07 20:20:32,8.7,8.5,27.3,1001.0,-0.42332,-0.78447,-0.0041,281.3,4.9,236.6,1.9166665000000194
5491,3,2023-03-07 20:20:32,8.6,8.4,27.3,1001.0,-0.57513,-0.83537,0.02973,282.1,8.0,232.3,1.9166665000000194
5492,3,2023-03-07 20:20:33,8.5,8.3,27.5,1001.0,-0.58352,-0.8964,0.03217,276.9,4.4,223.9,1.933333199999879
5493,3,2023-03-07 20:20:33,8.5,8.2,27.4,1001.1,-0.50848,-0.80449,0.02071,282.8,5.3,227.3,1.933333199999879
5494,3,2023-03-07 20:20:34,8.4,8.1,27.4,1001.0,-0.52823,-0.8274,-0.03423,286.0,3.8,223.9,1.9499998999999661
5495,3,2023-03-07 20:20:35,8.4,8.0,27.4,1001.0,-0.56032,-0.86383,-0.03567,289.3,3.9,223.3,1.9666666000000532
5496,3,2023-03-07 20:20:35,8.3,8.0,27.3,1001.0,-0.56994,-0.86238,-0.08267,282.0,3.3,226.4,1.9666666000000532
5497,3,2023-03-07 20:20:36,8.2,8.0,27.2,1001.0,-0.48627,-0.8344,-0.03881,278.0,7.6,222.7,1.983333299999913
5498,3,2023-03-07 20:20:36,8.1,7.7,27.2,1001.0,-0.61857,-0.85297,-0.0364,268.4,14.9,214.0,1.983333299999913
5499,3,2023-03-07 20:20:37,8.0,7.6,27.6,1001.1,-0.51687,-0.81462,-0.05013,274.1,14.8,221.8,2.0
5500,3,2023-03-07 20:20:38,7.9,7.4,27.2,1001.0,-0.55513,-0.86094,-0.05688,272.7,17.8,223.6,2.0166666999998597
5501,3,2023-03-07 20:20:38,7.8,7.3,27.2,1001.1,-0.50873,-0.78157,-0.02193,273.4,22.0,223.2,2.0166666999998597
5502,3,2023-03-07 20:20:39,7.7,7.2,27.2,1001.1,-0.52403,-0.70438,0.01292,278.5,28.7,231.0,2.0333333999999468
5503,3,2023-03-07 20:20:39,7.6,7.2,27.3,1001.1,-0.61536,-0.88458,0.02681,283.3,35.1,226.4,2.0333333999999468
5504,3,2023-03-07 20:20:40,7.6,7.1,27.3,1001.1,-0.5929,-0.84815,0.05581,278.8,36.0,204.7,2.050000100000034
5505,3,2023-03-07 20:20:41,7.5,7.2,27.4,1001.1,-0.58698,-0.69666,0.09407,281.1,31.6,219.7,2.0666667999998936
5506,3,2023-03-07 20:20:41,7.4,6.8,27.2,1001.1,-0.38482,-0.78736,0.14939,294.4,14.8,231.0,2.0666667999998936
5507,3,2023-03-07 20:20:42,7.4,6.8,27.1,1001.1,0.16147,-1.00422,0.27903,286.1,339.5,220.6,2.0833334999999806
5508,3,2023-03-07 20:20:42,7.3,7.0,27.3,1001.1,0.5809,-0.84791,0.12234,273.4,316.5,229.5,2.0833334999999806
5509,3,2023-03-07 20:20:43,7.2,6.8,27.4,1001.1,0.81025,-0.4728,-0.21909,266.4,321.8,281.2,2.1000002000000677
5510,3,2023-03-07 20:20:44,7.2,6.9,27.2,1001.2,0.69194,-0.68098,-0.1786,263.2,349.1,294.0,2.1166668999999274
5511,3,2023-03-07 20:20:44,7.2,6.9,27.4,1001.2,-0.19179,-1.01194,-0.12124,269.5,14.5,295.9,2.1166668999999274
